loss,pred_loss,recon_loss,pred_mae,val_loss,val_mae
0.019041603,0.019041603,0.0,0.10197566,0.01125616,0.08369949
0.012018234,0.012018234,0.0,0.082287185,0.008253552,0.07126517
0.00988392,0.00988392,0.0,0.07500447,0.0072498624,0.06674493
0.009439365,0.009439365,0.0,0.07311704,0.0067494214,0.06442854
0.0092747705,0.0092747705,0.0,0.072378375,0.0065083266,0.06324264
0.009199438,0.009199438,0.0,0.07201015,0.006214915,0.061741237
0.009150084,0.009150084,0.0,0.071753465,0.0062322724,0.061918914
0.009122081,0.009122081,0.0,0.071629666,0.006080323,0.061115194
0.009097294,0.009097294,0.0,0.071485005,0.00602028,0.06072576
0.009084985,0.009084985,0.0,0.07141192,0.0059584593,0.06049183
0.36881116,0.019302163,1.1650294,0.10434298,0.009156606,0.07558234
0.28938267,0.016236011,0.91048676,0.09643231,0.007837616,0.06993388
0.2392433,0.015702484,0.7451365,0.09549888,0.0076695345,0.06915597
0.22232784,0.015015077,0.6910436,0.09348722,0.0072597377,0.06730327
0.21255884,0.014234778,0.66108096,0.09105511,0.006951656,0.065853216
0.20607197,0.013516286,0.64185315,0.08874542,0.0067111934,0.06465386
0.20022205,0.012870508,0.624506,0.086561754,0.0063970215,0.0631881
0.19420488,0.012268188,0.60645586,0.084493555,0.0061594895,0.061904535
0.19026697,0.011768548,0.59499484,0.08261356,0.006032776,0.06113184
0.18613835,0.011413074,0.5824174,0.081241235,0.0059216768,0.060609568
0.18321477,0.011174507,0.5734676,0.080294125,0.005820155,0.060006313
0.18146443,0.0110164955,0.56816053,0.07965813,0.0059488127,0.060755245
0.17927581,0.010892152,0.56127864,0.07913999,0.005738295,0.059539802
0.17737427,0.0108120935,0.55520725,0.07878391,0.0056927684,0.059417933
0.17674081,0.010766594,0.553248,0.07858809,0.0058699804,0.060407046
0.17518443,0.010727248,0.54819125,0.07842468,0.0056058182,0.058855094
0.17465203,0.010702107,0.5464992,0.078311,0.005606216,0.0589467
0.17368408,0.010680009,0.54334605,0.07820346,0.005684544,0.059287623
0.17255081,0.010661623,0.5396293,0.07811017,0.0056281453,0.0589494
0.1728065,0.010680153,0.54042095,0.07817559,0.005631739,0.05895094
